postcodeSector,households,numberOfPostcodeUnits,headcount
NE23 7,4882,306,10219
NE23 8,1114,113,3373
NE24 1,1963,219,3481
NE24 2,3096,213,5580
NE24 3,4901,310,12006
NE24 4,3262,280,10019
NE24 5,4161,242,9274
NE25 0,4449,274,9715
NE25 8,3968,258,9184
NE25 9,5080,298,11486
NE26 1,2148,232,5223
NE26 2,2141,183,4333
NE26 3,2340,201,5486
NE26 4,2062,131,4124
NE27 0,5294,362,16348
NE28 0,4010,176,8768
NE28 6,2893,283,5409
NE28 7,3870,250,8569
NE28 8,4597,243,9167
NE28 9,6063,348,14643
NE29 0,3189,239,6190
NE29 6,4300,290,7943
NE29 7,3889,258,8159
NE29 8,4023,246,9030
NE29 9,1901,167,4422
NE3  1,4197,369,8621
NE3  2,6087,355,12959
NE3  3,5045,338,12483
NE3  4,4500,355,10605
NE3  5,3422,237,8257
NE30 1,881,189,1495
NE30 2,3833,270,7561
NE30 3,3800,211,8287
NE30 4,2768,191,4509
NE31 1,4662,331,11507
NE31 2,4616,290,11438
NE32 3,2506,287,5106
NE32 4,4722,275,10033
NE32 5,4384,279,9286
NE33 1,811,252,1373
NE33 2,2847,214,5856
NE33 3,3944,204,7437
NE33 4,3962,242,6792
NE33 5,2512,201,4484
NE34 0,5031,265,9900
NE34 6,4153,205,8476
NE34 7,5151,237,11256
NE34 8,4762,242,10808
NE34 9,5111,257,11234
NE35 9,2909,154,6276
NE36 0,3155,244,6698
NE37 1,4043,326,9267
NE37 2,3274,226,6838
NE37 3,1931,144,3721
NE38 0,4009,189,8726
NE38 7,4108,290,8754
NE38 8,3203,272,9186
NE38 9,2185,123,4951
NE39 1,1790,182,3811
NE39 2,2033,182,4799
NE4  5,3117,198,9311
NE4  6,3419,216,7549
NE4  7,1433,194,2902
NE4  8,3085,205,9494
NE4  9,4208,249,13044
NE40 3,3457,280,7580
NE40 4,3595,305,8054
NE41 8,1001,114,2155
NE42 5,2996,214,6829
NE42 6,2437,205,5631
NE43 7,1977,265,4445
NE44 6,427,98,1066
NE45 5,1811,225,3583
NE46 1,1937,304,4244
NE46 2,1918,205,4523
NE46 3,1709,227,3122
NE46 4,1540,257,3163
NE47 0,458,84,907
NE47 5,403,84,1142
NE47 6,1011,125,2169
NE47 7,508,100,1022
NE47 8,236,68,466
NE47 9,1039,203,1961
NE48 1,426,128,677
NE48 2,912,165,1747
NE48 3,533,152,1167
NE48 4,265,48,541
NE49 0,579,174,1241
NE49 9,1568,164,2981
NE5  1,3886,278,8866
NE5  2,6457,345,14671
NE5  3,4449,291,10946
NE5  4,3865,224,8984
NE5  5,3167,156,6602
NE6  1,1765,287,3444
NE6  2,5766,343,12593
NE6  3,3935,269,7838
NE6  4,5500,295,12240
NE6  5,6848,314,14594
NE61 1,2027,304,3643
NE61 2,4018,328,10261
NE61 3,1667,274,4716
NE61 4,602,137,1048
NE61 5,3729,318,8008
NE61 6,2237,326,6365
NE62 5,4493,297,9052
NE63 0,3997,241,7589
NE63 8,3823,295,8568
NE63 9,5276,375,12084
NE64 6,3089,216,5892
NE65 0,3877,376,7872
NE65 7,2078,318,3717
NE65 8,1019,175,2631
NE65 9,2664,330,7338
NE66 1,3439,310,7057
NE66 2,1947,304,4370
NE66 3,2446,310,4317
NE66 4,844,176,1500
NE66 5,196,37,344
NE67 5,871,128,877
NE68 7,1341,118,1693
NE69 7,420,41,326
NE7  7,6408,374,14867
NE70 7,1026,136,1779
NE71 6,1740,209,2944
NE8  1,2561,325,6266
NE8  2,3915,297,6821
NE8  3,4320,286,7707
NE8  4,5872,269,11626
NE9  5,4642,321,10242
NE9  6,6997,344,15388
NE9  7,5283,310,11191
NG1  1,2379,240,3247
NG1  3,1548,231,3047
NG1  4,1231,153,4245
NG1  5,875,206,2979
NG1  6,167,199,1235
NG1  7,382,141,1298
NG10 1,3822,263,8274
NG10 2,2143,124,4869
NG10 3,6389,311,14482
NG10 4,4911,269,10660
NG10 5,4023,258,9135
NG11 0,1115,96,2399
NG11 6,3661,276,8776
NG11 7,1987,138,4928
NG11 8,5832,298,13662
NG11 9,3934,191,9277
NG12 1,1113,81,2726
NG12 2,2961,231,6077
NG12 3,4588,349,11773
NG12 4,2113,168,6604
NG12 5,3773,322,8590
NG13 0,1979,170,4629
NG13 8,5154,395,12747
NG13 9,1884,215,5409
NG14 5,1771,176,4384
NG14 6,4263,290,9719
NG14 7,2141,210,5880
NG15 0,944,91,2571
NG15 6,6316,350,16616
NG15 7,6061,320,13289
NG15 8,2253,164,7402
NG15 9,2584,183,5847
NG16 1,3925,228,9649
NG16 2,7362,385,16168
NG16 3,4953,313,11255
NG16 4,2467,150,5908
NG16 5,4428,234,9825
NG16 6,5061,276,11308
NG17 1,2772,207,6796
NG17 2,6531,305,14371
NG17 3,4033,189,8801
NG17 4,4388,221,10470
NG17 5,2793,184,7129
NG17 7,4046,264,9189
NG17 8,4845,302,12362
NG17 9,2800,169,6205
NG18 1,705,231,1760
NG18 2,3827,246,8654
NG18 3,5139,283,11084
NG18 4,5779,377,13274
NG18 5,3549,285,9455
NG19 0,4907,265,12310
NG19 6,5423,279,11767
NG19 7,4077,275,9907
NG19 8,4595,289,10850
NG19 9,4303,268,9555
NG2  1,1113,147,2619
NG2  2,2624,151,6220
NG2  3,1011,167,2562
NG2  4,4918,277,10347
NG2  5,3751,235,9715
NG2  6,5462,338,12172
NG2  7,6823,392,16758
NG20 0,4025,276,9687
NG20 8,4426,319,11053
NG20 9,2952,217,7170
NG21 0,5285,332,12731
NG21 9,4338,272,11852
NG22 0,3079,318,6944
NG22 8,3252,320,8172
NG22 9,5302,349,12924
NG23 5,3101,306,7442
NG23 6,2327,295,5663
NG23 7,2181,242,4998
NG24 1,3591,341,8134
NG24 2,4501,319,10680
NG24 3,6130,354,15142
NG24 4,6551,341,14326
NG25 0,3857,329,9165
NG3  1,1768,124,5303
NG3  2,2242,184,5966
NG3  3,3286,163,8294
NG3  4,2018,149,4233
NG3  5,4575,360,11079
NG3  6,5180,237,10073
NG3  7,2925,123,7147
NG31 6,2076,264,3989
NG31 7,5942,362,15119
NG31 8,6043,352,14917
NG31 9,5728,331,13339
NG32 1,1946,254,4640
NG32 2,1571,204,3673
NG32 3,2094,250,4845
NG33 4,2128,250,4618
NG33 5,2308,259,5125
NG34 0,2658,283,6065
NG34 7,5903,383,13387
NG34 8,4834,378,12729
NG34 9,5095,346,11309
NG4  1,5848,281,12427
NG4  2,4121,284,8979
NG4  3,4547,284,10387
NG4  4,3787,236,9041
NG5  1,3981,265,10395
NG5  2,2901,214,6143
NG5  3,2166,144,5806
NG5  4,4315,233,9053
NG5  5,7573,340,16812
NG5  6,5468,306,11450
NG5  7,3360,209,7504
NG5  8,5121,329,13123
NG5  9,4270,238,9501
NG6  0,4130,263,9198
NG6  7,2013,98,4472
NG6  8,7108,388,16400
NG6  9,3862,187,8750
NG7  1,4666,335,12591
NG7  2,3386,362,13548
NG7  3,2859,248,7849
NG7  4,2100,138,5325
NG7  5,3145,243,9446
NG7  6,3612,225,9406
NG7  7,2049,189,4690
NG8  1,3915,209,9457
NG8  2,4871,294,11544
NG8  3,4226,256,10703
NG8  4,3405,210,8135
NG8  5,5355,285,14465
NG8  6,4766,237,12745
NG9  1,4632,262,9433
NG9  2,5411,340,14607
NG9  3,4938,300,11390
NG9  4,2623,160,5751
NG9  5,3603,212,8373
NG9  6,3930,270,9056
NG9  7,2653,159,5871
NG9  8,4121,215,9221
NN1  1,1102,308,2698
NN1  2,1775,277,3809
NN1  3,2969,226,7538
NN1  4,4789,318,11375
NN1  5,3724,288,9593
NN10 0,6075,387,15361
NN10 6,2394,151,4954
NN10 8,3365,216,9001
NN10 9,4848,377,12241
NN11 0,2118,96,4747
NN11 2,600,100,2972
NN11 3,2786,287,7175
NN11 4,5128,374,12562
NN11 6,1332,327,3135
NN11 7,814,71,1808
NN11 8,629,108,2275
NN11 9,2660,124,6905
NN12 6,3383,284,10028
NN12 7,2509,349,6435
NN12 8,3946,395,10031
NN13 5,2344,376,5987
NN13 6,4207,304,12704
NN13 7,1420,173,3287
NN14 1,4269,340,10606
NN14 2,4612,383,11979
NN14 3,1915,174,4209
NN14 4,4435,374,11535
NN14 6,3530,204,8549
NN15 5,6207,396,19078
NN15 6,5855,386,14883
NN15 7,2598,240,7727
NN16 0,3668,247,7839
NN16 8,3958,343,8652
NN16 9,6299,362,15756
NN17 1,4342,361,10592
NN17 2,5320,313,13092
NN17 3,1835,165,5513
NN17 4,230,65,643
NN18 0,3850,232,10013
NN18 8,5784,317,19329
NN18 9,4075,216,10968
NN2  6,4374,274,10684
NN2  7,5781,300,15506
NN2  8,6124,367,15906
NN29 7,5058,331,11812
NN3  2,4940,240,12611
NN3  3,3852,323,10227
NN3  5,3799,193,9833
NN3  6,3259,291,7733
NN3  7,2558,235,8118
NN3  8,6382,324,17824
NN3  9,4086,275,11711
NN4  0,4429,394,10803
NN4  5,1610,94,4735
NN4  6,3986,255,11807
NN4  7,280,175,883
NN4  8,6286,343,16508
NN4  9,2305,354,7910
NN5  4,1861,170,7788
NN5  5,3392,220,7313
NN5  6,7098,389,18375
NN5  7,4572,300,11833
NN6  0,3530,317,9149
NN6  6,1308,150,3415
NN6  7,3290,393,9307
NN6  8,2263,259,5664
NN6  9,3713,371,9935
NN7  1,2070,181,4762
NN7  2,2825,246,8243
NN7  3,3337,270,8331
NN7  4,3549,331,8750
NN8  1,3316,309,10312
NN8  2,4818,259,11654
NN8  3,5361,389,13565
NN8  4,4734,342,11602
NN8  5,3104,166,7640
NN9  5,6667,394,15988
NN9  6,4810,376,13049
NR1  1,3178,348,6344
NR1  2,3991,293,8672
NR1  3,2609,375,6060
NR1  4,3527,216,7912
NR10 3,4415,309,11394
NR10 4,2454,278,5597
NR10 5,2677,259,6843
NR11 6,3750,360,9184
NR11 7,1446,205,3095
NR11 8,3625,289,6903
NR12 0,2569,295,4592
NR12 7,1534,175,3581
NR12 8,3469,330,7157
NR12 9,2805,295,6032
NR13 3,3041,305,6751
NR13 4,3044,309,7903
NR13 5,3209,292,8363
NR13 6,2273,277,5660
NR14 6,3186,326,7917
NR14 7,3574,351,10307
NR14 8,3545,363,9170
NR15 1,2864,327,6742
NR15 2,3797,372,9355
NR16 1,2311,264,5764
NR16 2,2800,300,6973
NR17 1,3003,366,8967
NR17 2,3853,273,8990
NR18 0,5573,377,14366
NR18 9,1901,277,6885
NR19 1,5065,344,11273
NR19 2,4021,326,9314
NR2  1,769,271,1351
NR2  2,3528,229,7172
NR2  3,5420,274,11474
NR2  4,3667,289,7056
NR20 3,3168,310,7983
NR20 4,2977,323,7241
NR20 5,2274,272,5085
NR21 0,1798,227,3206
NR21 7,1625,218,3710
NR21 8,2447,213,5468
NR21 9,2203,242,4087
NR22 6,523,73,868
NR23 1,2120,246,3051
NR24 2,2210,235,4493
NR25 6,2957,295,5578
NR25 7,2434,273,3162
NR26 8,4670,327,8193
NR27 0,2702,201,5856
NR27 9,3827,240,5791
NR28 0,4244,328,9674
NR28 9,3896,331,8083
NR29 3,3118,279,7570
NR29 4,3903,301,8807
NR29 5,2355,216,4689
NR3  1,2925,325,5097
NR3  2,3955,249,9533
NR3  3,5322,290,10393
NR3  4,4552,251,9486
NR30 1,2159,236,4854
NR30 2,2788,259,6278
NR30 3,2029,204,4719
NR30 4,3187,160,6599
NR30 5,4280,278,8808
NR31 0,3158,223,7167
NR31 6,4155,288,9098
NR31 7,4665,210,10774
NR31 8,5906,286,12518
NR31 9,4433,357,11304
NR32 1,2188,270,4520
NR32 2,4443,254,9407
NR32 3,3800,231,9196
NR32 4,5924,335,13560
NR32 5,1649,188,3692
NR33 0,4029,232,8446
NR33 7,4600,271,9060
NR33 8,5624,332,13090
NR33 9,3858,230,8619
NR34 0,1020,120,2377
NR34 7,3502,294,7716
NR34 8,1402,193,3068
NR34 9,4414,323,9096
NR35 1,2621,242,5666
NR35 2,2303,264,5425
NR4  6,4129,326,9647
NR4  7,4286,310,15707
NR5  0,3837,260,9877
NR5  8,5193,270,13707
NR5  9,3457,192,8656
NR6  5,3209,227,7565
NR6  6,3488,307,8030
NR6  7,4131,232,9103
NR7  0,5987,375,13817
NR7  8,5009,346,13653
NR7  9,3505,209,7370
NR8  5,2033,132,7314
NR8  6,6597,396,15452
NR9  3,3295,267,8881
NR9  4,2104,211,5453
NR9  5,2123,268,5035
NW1  0,2992,366,6796
NW1  1,3259,379,7353
NW1  2,710,277,2095
NW1  3,2711,303,5939
NW1  4,1609,383,2913
NW1  5,1598,333,2569
NW1  6,3243,322,4849
NW1  7,3329,360,5444
NW1  8,4013,390,8311
NW1  9,4437,369,9456
NW10 0,3881,313,11469
NW10 1,3519,271,9513
NW10 2,3363,301,9308
NW10 3,3241,291,9374
NW10 4,4056,320,9610
NW10 5,5652,362,12570
NW10 6,1229,309,2754
NW10 7,1305,379,5985
NW10 8,5164,395,14042
NW10 9,3846,290,10500
NW11 0,2231,264,6000
NW11 6,2695,304,6067
NW11 7,2335,334,5904
NW11 8,2699,277,6214
NW11 9,2492,313,9528
NW2  1,3295,310,9521
NW2  2,3017,279,7977
NW2  3,4870,312,9661
NW2  4,3507,284,8599
NW2  5,4138,303,9761
NW2  6,4181,385,13102
NW2  7,3336,329,11806
NW3  1,2427,314,4109
NW3  2,6183,398,11970
NW3  3,3829,304,7929
NW3  4,4735,368,7700
NW3  5,2617,356,5789
NW3  6,2878,357,5723
NW3  7,2273,308,6113
NW4  1,2570,299,7307
NW4  2,3009,308,8674
NW4  3,3345,337,9275
NW4  4,3169,358,8840
NW5  1,3743,353,8345
NW5  2,4458,353,9450
NW5  3,1600,182,4340
NW5  4,3706,231,8129
NW6  1,5311,388,10564
NW6  2,3102,225,7197
NW6  3,3619,285,7732
NW6  4,3490,307,7946
NW6  5,4930,355,12126
NW6  6,3855,297,8266
NW6  7,6041,397,12615
NW7  1,2476,327,8162
NW7  2,2837,284,8419
NW7  3,2379,307,6491
NW7  4,2126,253,5574
NW8  0,3358,270,6984
NW8  6,2196,227,3545
NW8  7,3036,270,4819
NW8  8,4420,345,10579
NW8  9,3765,338,6877
NW9  0,3290,304,12547
NW9  5,6077,390,22765
NW9  6,2646,301,8524
NW9  7,2650,259,7309
NW9  8,3348,305,11505
NW9  9,3302,283,10709
OL1  2,3003,270,9524
OL1  3,1688,310,5328
OL1  4,3913,268,10363
OL10 1,1710,229,3975
OL10 2,3107,301,6986
OL10 3,3636,244,9494
OL10 4,4176,297,9213
OL11 1,2210,272,7610
OL11 2,4787,331,11789
OL11 3,3702,270,9725
OL11 4,3024,210,6816
OL11 5,4927,347,12349
OL12 0,2203,269,7008
OL12 6,5239,346,10236
OL12 7,4177,324,10770
OL12 8,3447,279,7601
OL12 9,4310,288,11814
OL13 0,1924,246,3769
OL13 8,2028,244,4642
OL13 9,3132,299,8165
OL14 5,2310,254,4902
OL14 6,1669,249,3807
OL14 7,1450,239,3097
OL14 8,1952,226,4075
OL15 0,1758,157,3716
OL15 8,2310,241,5695
OL15 9,2257,223,5238
OL16 1,183,338,661
OL16 2,3457,306,11590
OL16 3,3663,283,8690
OL16 4,4932,343,12567
OL16 5,2543,247,7055
OL2  5,4583,316,9969
OL2  6,5569,364,12691
OL2  7,4794,313,10466
OL2  8,3870,275,7985
OL3  5,3270,341,7536
OL3  6,1389,162,2878
OL3  7,2153,226,4962
OL4  1,3657,271,14111
OL4  2,4296,270,9870
OL4  3,2749,208,6503
OL4  4,3308,249,7738
OL4  5,4082,267,9337
OL5  0,2476,213,5335
OL5  9,2736,214,6256
OL6  6,2507,317,5421
OL6  7,1504,287,3680
OL6  8,4307,323,11366
OL6  9,4786,258,10279
OL7  0,2690,285,6724
OL7  9,4808,283,11406
OL8  1,3393,319,12535
OL8  2,3976,273,12561
OL8  3,4487,289,11372
OL8  4,3118,268,10111
OL9  0,3553,230,9407
OL9  6,2196,256,7097
OL9  7,2538,260,8208
OL9  8,4113,225,9621
OL9  9,3956,308,9657
OX1  1,1635,342,3917
OX1  2,533,248,2881
OX1  3,305,244,6058
OX1  4,2418,292,8172
OX1  5,2571,222,6108
OX10 0,2534,283,5190
OX10 6,2577,289,6941
OX10 7,2170,212,5078
OX10 8,1329,218,3879
OX10 9,2307,312,7400
OX11 0,2250,316,7153
OX11 7,5308,380,12681
OX11 8,3755,285,9157
OX11 9,2466,262,6225
OX12 0,2566,250,7264
OX12 7,2176,225,6264
OX12 8,2108,289,6126
OX12 9,3924,394,9593
OX13 5,1959,262,6524
OX13 6,3198,330,9705
OX14 1,4253,388,10507
OX14 2,3184,251,7838
OX14 3,3675,387,8459
OX14 4,3222,357,9024
OX14 5,4542,327,10095
OX15 0,1156,152,2851
OX15 4,2827,329,10151
OX15 5,2377,305,5400
OX15 6,1450,227,3296
OX16 0,4353,318,11968
OX16 1,4226,291,12184
OX16 2,1389,152,3631
OX16 3,2071,139,4738
OX16 4,1684,120,3944
OX16 5,1516,206,2896
OX16 9,4635,383,12968
OX17 1,1988,298,4749
OX17 2,2774,278,7134
OX17 3,2671,289,6762
OX18 1,2786,226,8028
OX18 2,2418,275,6153
OX18 3,3676,316,10264
OX18 4,1608,239,3162
OX2  0,1867,276,4413
OX2  6,3937,377,10626
OX2  7,4031,372,9015
OX2  8,2764,276,6139
OX2  9,4010,349,11219
OX20 1,2274,346,5384
OX25 1,652,72,2286
OX25 2,927,155,3939
OX25 3,229,43,563
OX25 4,549,84,1445
OX25 5,786,142,3531
OX25 6,462,63,990
OX26 1,346,124,5628
OX26 2,3595,254,8965
OX26 3,2726,160,6729
OX26 4,2280,157,5876
OX26 5,506,46,1376
OX26 6,4089,332,9517
OX27 0,409,63,1232
OX27 7,853,134,2197
OX27 8,1146,164,3721
OX27 9,249,43,599
OX28 1,3168,217,7861
OX28 2,374,13,673
OX28 3,1344,67,3223
OX28 4,749,167,2363
OX28 5,3678,183,8961
OX28 6,2372,230,5225
OX29 0,612,87,1803
OX29 4,2362,271,6117
OX29 5,581,84,1544
OX29 6,1056,126,2663
OX29 7,1479,235,5028
OX29 8,2687,270,7481
OX29 9,1011,120,2306
OX3  0,3701,324,12037
OX3  7,4631,340,11921
OX3  8,5014,330,12950
OX3  9,3807,351,10739
OX33 1,3270,375,7894
OX39 4,2810,315,8613
OX4  1,4977,389,12838
OX4  2,3916,374,11835
OX4  3,4792,323,14427
OX4  4,5499,378,14059
OX4  6,3044,280,8418
OX4  7,2228,147,5328
OX44 7,2234,273,5385
OX44 9,1240,163,2749
OX49 5,1903,295,4204
OX5  1,5022,359,11727
OX5  2,3646,345,9140
OX5  3,1249,266,3250
OX7  3,2515,275,5350
OX7  4,674,156,1767
OX7  5,3749,391,8935
OX7  6,2964,374,6697
OX7  7,870,94,1890
OX9  2,1545,216,4468
OX9  3,3822,389,10281
OX9  7,436,287,1262
PE1  1,442,358,1360
PE1  2,3776,324,12665
PE1  3,5414,290,15135
PE1  4,6126,337,16589
PE1  5,3686,350,11001
PE10 0,4141,390,13726
PE10 9,5272,368,11848
PE11 1,3725,367,10023
PE11 2,5670,362,12638
PE11 3,5665,396,15684
PE11 4,3652,318,8830
PE12 0,2715,262,6746
PE12 6,3963,351,9785
PE12 7,3783,243,8787
PE12 8,1965,226,4940
PE12 9,5270,367,11622
PE13 1,1500,240,3218
PE13 2,3754,308,9577
PE13 3,4636,301,11858
PE13 4,2880,257,7282
PE13 5,2595,244,6116
PE14 0,2414,200,5363
PE14 7,2443,241,6510
PE14 8,2356,197,6098
PE14 9,1906,221,4532
PE15 0,3800,372,10096
PE15 8,4641,320,11223
PE15 9,4720,291,10249
PE16 6,4732,333,11163
PE19 1,2975,280,6810
PE19 2,4302,302,9860
PE19 5,2899,242,6624
PE19 6,3270,315,10955
PE19 7,2253,146,5004
PE19 8,3153,207,7498
PE2  5,6503,319,15915
PE2  6,1142,217,3548
PE2  7,1444,150,3206
PE2  8,6093,376,19456
PE2  9,4496,266,11492
PE20 1,2911,257,7172
PE20 2,1320,176,3144
PE20 3,1922,254,5227
PE21 0,4282,230,10355
PE21 6,1521,265,3334
PE21 7,3813,283,10164
PE21 8,5307,340,13679
PE21 9,3948,234,9494
PE22 0,2612,268,6101
PE22 7,1592,209,3463
PE22 8,1712,195,3924
PE22 9,1507,209,3655
PE23 4,1186,164,2642
PE23 5,2794,269,6287
PE24 4,1892,266,4250
PE24 5,4106,340,7955
PE25 1,3474,302,8051
PE25 2,4525,285,9051
PE25 3,2801,244,6042
PE26 1,2589,188,6055
PE26 2,2523,200,5966
PE27 3,3175,230,7487
PE27 4,1024,77,2374
PE27 5,2568,239,5626
PE27 6,1934,115,5167
PE28 0,2292,282,6606
PE28 2,3948,350,10088
PE28 3,3957,288,9414
PE28 4,3544,364,11534
PE28 5,3117,285,7933
PE28 9,2738,222,6820
PE29 1,4806,284,12529
PE29 2,2943,243,7889
PE29 3,1092,221,2786
PE29 6,2129,223,5811
PE29 7,1390,151,3469
PE3  6,2426,381,7168
PE3  7,2468,194,7020
PE3  8,2867,225,7894
PE3  9,3960,251,11296
PE30 1,1245,260,2299
PE30 2,3080,223,8066
PE30 3,5921,344,14456
PE30 4,5426,377,13909
PE30 5,3796,276,7988
PE31 6,4067,342,7959
PE31 7,6566,314,7295
PE31 8,3586,324,4274
PE32 1,4141,354,9637
PE32 2,3000,304,6614
PE33 0,3419,294,8130
PE33 9,3222,324,7628
PE34 3,2340,234,5737
PE34 4,3901,285,9169
PE36 5,3413,198,3977
PE36 6,2481,173,2108
PE37 7,3268,279,6719
PE37 8,1644,187,5115
PE38 0,2145,190,5260
PE38 9,4883,327,11287
PE4  5,2580,124,5658
PE4  6,5053,397,11555
PE4  7,4960,245,13129
PE5  7,691,65,1540
PE6  0,2870,275,7660
PE6  7,4035,350,11342
PE6  8,5689,355,14083
PE6  9,2615,211,6497
PE7  0,69,32,1204
PE7  1,5764,372,13087
PE7  2,1211,169,4380
PE7  3,6712,397,16677
PE7  8,4009,290,15698
PE8  4,2235,191,6147
PE8  5,1569,238,3930
PE8  6,3450,347,8648
PE9  1,4370,292,9452
PE9  2,4759,396,10029
PE9  3,2703,299,7083
PE9  4,2549,253,6731
PL1  1,396,311,1618
PL1  2,1432,258,2745
PL1  3,3084,310,5939
PL1  4,2751,308,7727
PL1  5,4420,244,8303
PL10 1,2166,210,3405
PL11 2,3614,238,7655
PL11 3,1341,164,2652
PL12 4,4681,328,10653
PL12 5,1091,174,2597
PL12 6,3963,343,8551
PL13 1,2452,227,4439
PL13 2,2994,276,5625
PL14 3,3754,357,8912
PL14 4,2644,291,5820
PL14 5,2647,252,5507
PL14 6,1674,258,4601
PL15 7,2888,310,6544
PL15 8,3248,350,7260
PL15 9,2896,315,7599
PL16 0,795,124,2075
PL17 7,2661,262,5629
PL17 8,1880,237,4678
PL18 9,2262,256,5259
PL19 0,1445,240,3970
PL19 8,2836,267,5794
PL19 9,3359,240,7250
PL2  1,5012,256,9885
PL2  2,4405,256,11057
PL2  3,4703,280,11385
PL20 6,2220,275,5521
PL20 7,3166,300,6867
PL21 0,4029,382,10596
PL21 9,3394,356,8483
PL22 0,1808,235,3865
PL23 1,2426,197,3150
PL24 2,4461,291,10534
PL25 3,5072,331,11820
PL25 4,3926,311,9500
PL25 5,2578,265,6346
PL26 6,2977,251,4966
PL26 7,4197,335,10136
PL26 8,5163,376,13155
PL27 6,3478,304,5539
PL27 7,3509,325,6972
PL28 8,3366,260,4328
PL29 3,863,66,926
PL3  4,4198,303,9743
PL3  5,3902,310,8957
PL3  6,5358,263,12397
PL30 3,1835,195,3642
PL30 4,1317,210,2877
PL30 5,1991,198,4187
PL31 1,3582,254,8601
PL31 2,2903,315,8170
PL32 9,2056,189,4588
PL33 9,806,88,2020
PL34 0,1073,95,1707
PL35 0,664,89,985
PL4  0,1565,264,3044
PL4  6,2437,244,6044
PL4  7,3835,229,8318
PL4  8,3994,298,10285
PL4  9,3763,219,7621
PL5  1,5340,288,12135
PL5  2,4375,247,10185
PL5  3,4993,321,11877
PL5  4,4265,206,9810
PL6  5,5597,373,12640
PL6  6,4110,288,9909
PL6  7,3576,307,8811
PL6  8,4269,266,11470
PL7  1,3830,227,8866
PL7  2,4537,263,10664
PL7  4,3781,276,9145
PL7  5,1082,177,2665
PL8  1,1362,155,2131
PL8  2,1542,206,3999
PL9  0,1439,151,2948
PL9  7,2240,262,6726
PL9  8,3538,332,9625
PL9  9,5251,351,11793
PO1  1,2063,239,5804
PO1  2,1545,317,4956
PO1  3,2904,277,5428
PO1  4,2209,203,5031
PO1  5,4305,240,10242
PO10 7,4500,366,10273
PO10 8,3807,332,10007
PO11 0,3681,288,7519
PO11 9,4802,328,9870
PO12 1,4600,307,8403
PO12 2,4321,313,10332
PO12 3,5539,304,11666
PO12 4,7551,350,15965
PO13 0,6937,377,15419
PO13 8,2814,209,8552
PO13 9,4950,340,11731
PO14 1,3370,295,8552
PO14 2,3429,267,7628
PO14 3,3682,294,8746
PO14 4,3640,302,8726
PO15 5,3303,308,7023
PO15 6,3473,277,8300
PO15 7,2859,312,7741
PO16 0,2621,306,5406
PO16 7,3272,339,8002
PO16 8,4640,334,10355
PO16 9,3835,298,8774
PO17 5,2096,237,4680
PO17 6,709,138,2285
PO18 0,2139,302,5062
PO18 8,3130,357,7847
PO18 9,801,174,1752
PO19 1,990,330,1852
PO19 3,2979,251,6722
PO19 5,1137,103,2838
PO19 6,3061,229,7837
PO19 7,3803,279,7866
PO19 8,2529,263,6413
PO2  0,5323,269,12294
PO2  7,5437,287,12810
PO2  8,3661,253,8680
PO2  9,3426,237,8738
PO20 0,4248,306,8930
PO20 1,1100,163,3308
PO20 2,1579,179,4810
PO20 3,2022,152,5167
PO20 7,1764,270,4357
PO20 8,4151,284,7616
PO20 9,1066,100,1993
PO21 1,3092,341,5850
PO21 2,4614,347,10702
PO21 3,3850,301,8410
PO21 4,3749,309,7331
PO21 5,3831,303,11121
PO22 0,1630,155,4412
PO22 6,2818,230,5806
PO22 7,2882,276,5511
PO22 8,2533,254,8237
PO22 9,3392,291,8011
PO3  5,3243,347,8518
PO3  6,4742,231,12086
PO30 1,3243,312,6919
PO30 2,2373,233,7291
PO30 3,1053,157,2423
PO30 4,1611,189,2897
PO30 5,4672,384,11727
PO31 7,4399,331,8868
PO31 8,2968,223,5984
PO32 6,3840,283,9147
PO33 1,4261,317,8656
PO33 2,4020,342,8099
PO33 3,4181,295,8986
PO33 4,2440,206,5304
PO34 5,1605,131,1977
PO35 5,2116,197,3534
PO36 0,2180,191,4564
PO36 8,2613,210,4847
PO36 9,3238,237,7173
PO37 6,1852,219,3661
PO37 7,2685,188,5631
PO38 1,3579,319,5546
PO38 2,1396,192,2937
PO38 3,1796,166,3849
PO39 0,1411,127,2624
PO4  0,5882,291,13224
PO4  8,6026,361,13645
PO4  9,6970,351,14403
PO40 9,2932,323,5706
PO41 0,1212,170,2109
PO5  1,4122,259,9066
PO5  2,3829,280,7114
PO5  3,2994,258,5340
PO5  4,3023,186,7868
PO6  1,3543,281,8289
PO6  2,4613,285,13090
PO6  3,4031,308,9972
PO6  4,4608,319,11169
PO7  4,562,72,1305
PO7  5,4642,342,12524
PO7  6,4392,349,10041
PO7  7,3848,383,10820
PO7  8,3902,299,7999
PO8  0,4035,385,11477
PO8  8,3971,281,9884
PO8  9,6178,389,14391
PO9  1,2653,291,5136
PO9  2,4429,329,11335
PO9  3,4118,262,11004
PO9  4,4000,223,10134
PO9  5,4024,257,10126
PO9  6,1305,116,3171
PR1  0,4044,231,9316
PR1  1,1556,270,4152
PR1  2,581,285,2192
PR1  3,1902,323,3539
PR1  4,3610,304,9286
PR1  5,3956,279,9711
PR1  6,4124,265,10856
PR1  7,2616,234,5783
PR1  8,2884,305,5765
