postcode,easting,northing,soilType,elevation,localAuthority,riskLabel,medianPrice,historicallyFlooded
WF17 8NL,422582,425821,Unsurveyed/Urban,80,Kirklees,1,95200.0,False
DE3 3HB,433700,336536,Unsurveyed/Urban,70,Derby,1,,False
TS19 8BY,442604,521073,Unsurveyed/Urban,30,Stockton-on-Tees,1,126100.0,False
LS12 3TG,425786,433184,Unsurveyed/Urban,80,Leeds,1,107300.0,False
WF2 6WD,434117,417285,Unsurveyed/Urban,40,Wakefield,1,352000.0,False
HU16 5GD,503188,433442,Luvisols,30,East Riding of Yorkshire,1,97400.0,False
NG14 6AY,465564,348181,Luvisols,30,Newark and Sherwood,1,237900.0,False
B45 0HH,398501,278151,Stagnosols,210,Birmingham,1,494400.0,False
DN32 9JZ,527400,409700,Unsurveyed/Urban,10,North East Lincolnshire,1,125900.0,False
SK15 3QS,398480,396824,Podsols,260,Tameside,1,199900.0,False
SK4 3AA,386037,391054,Unsurveyed/Urban,40,Stockport,1,388900.0,False
DE13 9JY,420875,328662,Unsurveyed/Urban,80,East Staffordshire,1,355700.0,False
LS21 2JH,416799,448287,Stagnosols,120,Harrogate,1,331900.0,False
ST13 7QY,405735,349701,Stagnosols,320,Staffordshire Moorlands,1,274700.0,False
WS10 8DP,397536,296818,Unsurveyed/Urban,140,Walsall,1,136700.0,False
DE5 7EP,441395,355992,Unsurveyed/Urban,130,Amber Valley,1,,False
DN4 9PS,454444,400826,Unsurveyed/Urban,40,Doncaster,1,129900.0,False
BD13 2AA,410161,430194,Unsurveyed/Urban,340,Bradford,1,143000.0,False
LE67 1TB,445478,311776,Stagnosols,190,North West Leicestershire,1,1285500.0,False
ST10 1UY,400865,343273,Stagnosols,170,Staffordshire Moorlands,1,165900.0,False
HD4 6SZ,416253,414274,Cambisols,130,Kirklees,1,429700.0,False
WV8 1LY,387958,303181,Unsurveyed/Urban,120,South Staffordshire,1,238700.0,False
YO6 5SZ,465059,484752,Cambisols,90,Ryedale,1,,False
HU5 3XG,506903,430092,Unsurveyed/Urban,0,"Kingston upon Hull, City of",1,130400.0,False
S19 6YT,444700,382900,Planosols,60,Sheffield,1,,False
TS10 2YP,458961,522172,Stagnosols,10,Redcar and Cleveland,1,192200.0,False
YO3 0HW,462735,453083,Unsurveyed/Urban,10,York,1,,False
TS6 7NU,455269,520134,Unsurveyed/Urban,20,Redcar and Cleveland,1,62200.0,False
TS13 4RQ,471759,518302,Luvisols,80,Redcar and Cleveland,1,148400.0,False
WF12 0XL,424763,418713,Unsurveyed/Urban,130,Kirklees,1,176000.0,False
YO1 7AB,460196,452241,Unsurveyed/Urban,20,York,1,498100.0,False
DL6 1DL,437627,493255,Unsurveyed/Urban,50,Hambleton,1,183800.0,False
NE16 5ZD,420094,561273,Stagnosols,100,Gateshead,1,294200.0,False
ST14 8DT,408889,333181,Unsurveyed/Urban,90,East Staffordshire,2,308500.0,False
S42 5ET,440646,366606,Planosols,130,North East Derbyshire,1,160000.0,False
PE15 8RQ,541960,297053,Unsurveyed/Urban,0,Fenland,1,141700.0,False
HD1 2DX,414413,416612,Unsurveyed/Urban,90,Kirklees,1,267100.0,False
NG2 9AW,458183,338985,Unsurveyed/Urban,30,Nottingham,1,,False
NE9 5PX,426523,560886,Unsurveyed/Urban,130,Gateshead,1,207100.0,False
WS3 4YR,401356,298698,Unsurveyed/Urban,120,Walsall,1,212000.0,False
PE9 2GE,502063,307266,Unsurveyed/Urban,50,South Kesteven,1,369300.0,False
B10 9QJ,409597,286093,Unsurveyed/Urban,130,Birmingham,1,141500.0,False
YO41 1BS,471207,455385,Gleysols,10,East Riding of Yorkshire,6,354600.0,False
PE6 7WF,516109,303124,Stagnosols,10,Peterborough,1,265800.0,False
NE36 0AT,434909,560962,Cambisols,40,South Tyneside,1,297700.0,False
S9 3BB,438245,388149,Unsurveyed/Urban,70,Sheffield,1,153600.0,False
DN1 3AT,457297,402791,Unsurveyed/Urban,20,Doncaster,1,179100.0,False
NG2 4FW,459049,339668,Unsurveyed/Urban,30,Nottingham,1,94900.0,False
HX4 0BA,406505,421012,Cambisols,240,Calderdale,1,374200.0,False
DE1 9DG,436031,335411,Unsurveyed/Urban,50,Derby,1,,False
LN10 6QN,519403,363174,Stagnosols,10,East Lindsey,1,323100.0,False
CW5 6FA,365153,352458,Unsurveyed/Urban,40,Cheshire East,1,336900.0,False
LE4 4HL,459570,309976,Unsurveyed/Urban,60,Charnwood,1,219900.0,False
CW5 7NE,370011,349470,Arenosols,60,Cheshire East,1,264700.0,False
WF17 9PJ,422206,426184,Unsurveyed/Urban,100,Kirklees,1,153100.0,False
DH8 5DA,410864,550798,Unsurveyed/Urban,270,County Durham,1,102200.0,False
WS15 3RZ,410855,318987,Gleysols,70,Lichfield,8,414000.0,False
WF4 2TA,432282,413065,Cambisols,110,Wakefield,1,727100.0,False
HX1 9DH,409508,425333,Unsurveyed/Urban,130,Calderdale,1,,False
DE7 7LF,442203,347909,Unsurveyed/Urban,90,Amber Valley,1,,False
HD6 1XG,414717,422794,Unsurveyed/Urban,60,Calderdale,1,191200.0,True
NE15 6NH,421129,564090,Unsurveyed/Urban,70,Newcastle upon Tyne,1,342000.0,False
LS10 3QT,430962,428455,Unsurveyed/Urban,110,Leeds,1,119300.0,False
TS19 7NR,441295,519530,Unsurveyed/Urban,30,Stockton-on-Tees,1,83000.0,False
LS17 1GU,430772,439564,Unsurveyed/Urban,160,Leeds,1,,False
OL14 8BN,393915,424872,Podsols,170,Calderdale,1,187700.0,False
TS4 2QT,450494,518740,Unsurveyed/Urban,10,Middlesbrough,1,130600.0,False
TD15 2XG,398655,652325,Unsurveyed/Urban,20,Northumberland,1,190000.0,False
LE2 0AE,459936,304689,Unsurveyed/Urban,70,Leicester,1,258400.0,False
NN18 0ST,487737,288143,Unsurveyed/Urban,110,North Northamptonshire,1,232900.0,False
LE16 9AW,472710,287218,Planosols,90,Harborough,1,242200.0,False
IP22 2NA,604839,282932,Cambisols,40,Breckland,1,334400.0,False
HU15 1LT,495172,426974,Cambisols,20,East Riding of Yorkshire,1,314500.0,False
WF1 3PB,433689,421288,Unsurveyed/Urban,40,Wakefield,1,105300.0,False
DE73 1UY,438065,329762,Unsurveyed/Urban,60,Derby,1,427100.0,False
NR35 2AG,630543,287634,Cambisols,10,South Norfolk,7,326200.0,False
S65 1AG,442915,392885,Unsurveyed/Urban,30,Rotherham,1,105200.0,False
B29 6FT,404673,282079,Unsurveyed/Urban,140,Birmingham,1,266000.0,False
NE29 7AL,433577,567706,Unsurveyed/Urban,40,North Tyneside,1,90900.0,False
NG1 1EX,457754,340019,Unsurveyed/Urban,40,Nottingham,1,651500.0,False
ST10 4RF,401183,340297,Arenosols,170,Staffordshire Moorlands,1,275100.0,False
S66 7WS,453534,392170,Unsurveyed/Urban,110,Rotherham,1,115000.0,False
DN31 3AQ,527827,410447,Unsurveyed/Urban,10,North East Lincolnshire,1,57200.0,False
B75 5RB,413330,299442,Arenosols,160,Birmingham,1,347100.0,False
BD22 8NH,403500,437100,Unsurveyed/Urban,170,Bradford,1,162600.0,False
ST6 8UE,390723,355584,Stagnosols,260,Staffordshire Moorlands,1,171600.0,False
LS13 4JF,425084,433326,Unsurveyed/Urban,60,Leeds,1,136900.0,False
ST14 7BJ,408655,334171,Unsurveyed/Urban,100,East Staffordshire,1,188000.0,False
NR13 5DG,627920,311457,Cambisols,30,Broadland,1,363800.0,False
LS10 4QS,431984,429270,Cambisols,70,Leeds,1,142700.0,False
WS15 1BS,404698,317059,Arenosols,90,Cannock Chase,1,97800.0,False
ST14 5JB,408126,339761,Luvisols,140,East Staffordshire,1,259300.0,False
NE3 4JG,423063,568082,Unsurveyed/Urban,80,Newcastle upon Tyne,1,381600.0,False
NE24 2RU,431195,580925,Unsurveyed/Urban,10,Northumberland,1,69600.0,False
S36 9BY,424638,403244,Stagnosols,230,Barnsley,1,287400.0,False
LE7 7QF,459130,312810,Cambisols,50,Charnwood,1,267200.0,False
WF9 5ER,441702,414196,Planosols,50,Wakefield,1,125200.0,False
DE2 6QA,437994,336250,Unsurveyed/Urban,50,Derby,1,,False
NE26 1DG,435483,572139,Unsurveyed/Urban,20,North Tyneside,1,274700.0,False
B19 3AX,406492,288384,Unsurveyed/Urban,120,Birmingham,1,354300.0,False
B12 0EB,407909,285151,Unsurveyed/Urban,130,Birmingham,1,1086900.0,False
PE33 0YA,565665,310313,Gleysols,10,King's Lynn and West Norfolk,1,272900.0,False
B76 9PS,418502,295487,Cambisols,80,North Warwickshire,1,311300.0,False
HG3 2AZ,428542,459106,Stagnosols,80,Harrogate,1,369900.0,False
LS2 7UT,430522,433539,Unsurveyed/Urban,30,Leeds,1,196100.0,False
B30 2AN,404521,281743,Unsurveyed/Urban,150,Birmingham,1,285200.0,False
SK8 1FJ,385616,388498,Unsurveyed/Urban,40,Stockport,1,403600.0,False
B20 1JJ,404460,291916,Unsurveyed/Urban,130,Birmingham,1,241800.0,False
S21 1EW,445960,380291,Arenosols,110,North East Derbyshire,1,152300.0,False
NR30 9EP,652251,308142,Unsurveyed/Urban,0,Great Yarmouth,1,,True
YO1 3BH,463105,451591,Unsurveyed/Urban,20,York,1,,False
LE8 2UF,458724,298740,Unsurveyed/Urban,80,Oadby and Wigston,1,,False
YO61 3ET,453584,468990,Gleysols,30,Hambleton,1,328900.0,False
DH7 6SQ,423399,546078,Stagnosols,120,County Durham,1,104500.0,False
B45 0EH,399312,279008,Unsurveyed/Urban,210,Birmingham,1,130300.0,False
DN4 7EJ,458074,402160,Unsurveyed/Urban,10,Doncaster,1,257700.0,False
TS19 1XP,444052,519811,Unsurveyed/Urban,10,Stockton-on-Tees,1,,False
YO17 0PU,473874,478263,Stagnosols,20,Ryedale,1,,False
BD19 9BA,418980,425230,Unsurveyed/Urban,90,Kirklees,1,,False
SK1 4AF,390382,390209,Unsurveyed/Urban,70,Stockport,1,131600.0,False
YO3 6XQ,457154,456099,Stagnosols,10,York,1,,False
LN6 7EX,495214,367749,Unsurveyed/Urban,10,Lincoln,1,187800.0,False
B3 1AB,406614,287321,Unsurveyed/Urban,120,Birmingham,1,505300.0,False
HD1 9WP,414383,416444,Unsurveyed/Urban,90,Kirklees,1,,False
SK9 0EZ,384688,381282,Unsurveyed/Urban,70,Cheshire East,1,,False
NG24 2RY,482736,354756,Gleysols,30,Newark and Sherwood,1,225000.0,False
IP12 2SX,627239,248921,Arenosols,10,East Suffolk,1,447000.0,False
IP5 7NB,621849,244624,Arenosols,30,East Suffolk,1,,False
SR4 6NS,437380,557086,Unsurveyed/Urban,50,Sunderland,1,72300.0,False
DN8 5TS,468651,412436,Gleysols,0,Doncaster,8,126100.0,False
LE19 2JW,454609,296936,Cambisols,70,Blaby,1,240200.0,False
LE4 5QE,458821,307237,Unsurveyed/Urban,50,Leicester,10,269500.0,False
LE14 4TA,480184,324819,Cambisols,170,Melton,1,415600.0,False
B74 2NZ,411493,297242,Unsurveyed/Urban,130,Birmingham,1,563900.0,False
PE1 9EG,516109,303124,Stagnosols,10,Peterborough,1,,False
S30 5DX,426930,398562,Unsurveyed/Urban,160,Sheffield,1,,False
DL1 4XF,429997,513486,Unsurveyed/Urban,50,Darlington,1,541500.0,False
SK9 2QY,386230,381696,Stagnosols,80,Cheshire East,1,540100.0,False
HG5 0AB,435203,456891,Unsurveyed/Urban,70,Harrogate,1,301000.0,False
BD13 3LN,410205,432656,Stagnosols,230,Bradford,1,146900.0,False
B19 3EX,406371,288131,Unsurveyed/Urban,130,Birmingham,1,383200.0,False
B46 3LF,419913,288847,Cambisols,100,North Warwickshire,1,223600.0,False
NN15 5SE,489836,274554,Cambisols,70,North Northamptonshire,1,159600.0,False
CA6 7HJ,365870,565603,Stagnosols,130,Northumberland,1,,False
LS29 8LS,412890,448017,Unsurveyed/Urban,80,Bradford,1,445200.0,False
B16 8PE,405257,285974,Unsurveyed/Urban,150,Birmingham,1,5400.0,False
OL8 4RG,390714,402782,Unsurveyed/Urban,110,Oldham,1,121300.0,False
LS12 4PG,426673,432124,Unsurveyed/Urban,70,Leeds,1,149500.0,False
WS12 1BA,400330,312170,Unsurveyed/Urban,160,Cannock Chase,1,205000.0,False
YO17 9FX,478479,463732,Cambisols,110,Ryedale,1,208900.0,False
DL8 4HJ,409191,489656,Cambisols,120,Richmondshire,1,299400.0,False
SK11 6QJ,391328,373428,Unsurveyed/Urban,140,Cheshire East,1,215600.0,False
NR18 0PS,610859,301926,Luvisols,40,South Norfolk,1,82000.0,False
DN37 0WX,527410,410115,Unsurveyed/Urban,10,North East Lincolnshire,1,245800.0,False
DN14 6SA,474200,424700,Cambisols,10,East Riding of Yorkshire,1,132200.0,False
NG7 6BR,456294,341468,Unsurveyed/Urban,50,Nottingham,1,130200.0,False
NN16 0SF,487266,278987,Unsurveyed/Urban,80,North Northamptonshire,1,177800.0,False
B21 8DA,403734,290538,Unsurveyed/Urban,150,Birmingham,1,130300.0,False
NG2 6RD,460375,336137,Gleysols,30,Rushcliffe,5,394100.0,False
BD23 4PH,383133,458376,Stagnosols,150,Craven,1,329900.0,False
DE14 3DB,424151,321716,Unsurveyed/Urban,50,East Staffordshire,6,227700.0,True
SK4 3AH,386035,390503,Unsurveyed/Urban,50,Stockport,1,298000.0,False
NG14 5DB,464381,344242,Luvisols,50,Gedling,1,365400.0,False
YO23 7EE,455465,442125,Stagnosols,10,Selby,8,647600.0,False
NG12 5RJ,461910,332044,Luvisols,70,Rushcliffe,1,504900.0,False
SR8 2YZ,440800,540900,Unsurveyed/Urban,130,County Durham,1,224300.0,False
DL8 5SW,411300,490300,Cambisols,190,Richmondshire,1,272400.0,False
NG22 9RR,468907,368883,Arenosols,40,Newark and Sherwood,1,158600.0,False
BD1 5XT,416178,434065,Unsurveyed/Urban,100,Bradford,1,280000.0,False
DL15 0UJ,417766,535069,Stagnosols,180,County Durham,1,174200.0,False
BD22 6AL,404994,440445,Unsurveyed/Urban,170,Bradford,1,129700.0,False
DN9 2WP,475324,399747,Luvisols,30,North Lincolnshire,1,303400.0,False
SK13 2DH,402075,395996,Stagnosols,170,High Peak,1,262400.0,False
NE65 8EW,411950,601570,Stagnosols,150,Northumberland,1,264400.0,False
BD7 4HG,414091,431309,Unsurveyed/Urban,210,Bradford,1,129300.0,False
LS26 8UZ,439221,432401,Unsurveyed/Urban,50,Leeds,1,230000.0,False
NG5 0SG,458251,344668,Unsurveyed/Urban,70,Gedling,1,,False
DL2 2RF,422041,513545,Stagnosols,80,Richmondshire,1,276200.0,False
NE46 2JZ,391966,558445,Cambisols,170,Northumberland,1,318700.0,False
DN33 1XE,525528,407349,Unsurveyed/Urban,10,North East Lincolnshire,1,98900.0,False
ST16 1TL,391879,325937,Cambisols,90,Stafford,1,216800.0,False
BD17 5EH,415414,439665,Unsurveyed/Urban,160,Bradford,1,310300.0,False
S30 6TB,417703,403603,Stagnosols,330,Barnsley,1,,False
DN8 5TW,468695,413214,Gleysols,10,Doncaster,1,140100.0,False
S35 8RY,434230,393851,Cambisols,130,Sheffield,1,326400.0,False
DN14 0AW,461925,422262,Arenosols,10,East Riding of Yorkshire,4,493400.0,True
LS28 6DW,422127,434481,Unsurveyed/Urban,120,Leeds,1,163100.0,False
SK23 7NB,401294,381455,Cambisols,160,High Peak,8,141300.0,False
DL5 5RR,427800,525100,Unsurveyed/Urban,90,County Durham,1,96600.0,False
BD18 1HG,416373,437885,Unsurveyed/Urban,130,Bradford,1,93000.0,False
BD1 4YN,416404,433374,Unsurveyed/Urban,100,Bradford,1,2910000.0,False
LN11 8EA,533545,386287,Stagnosols,40,East Lindsey,1,204700.0,False
DN22 0SS,477859,379144,Luvisols,20,Bassetlaw,1,274000.0,False
DN15 6WZ,489179,410774,Unsurveyed/Urban,40,North Lincolnshire,1,106300.0,False
DN21 3PA,488063,393989,Stagnosols,20,West Lindsey,1,227000.0,False
WF1 4RX,434749,421594,Unsurveyed/Urban,40,Wakefield,1,73900.0,False
BD6 1AP,415619,430170,Unsurveyed/Urban,210,Bradford,1,55600.0,False
NR12 7AL,628217,320218,Cambisols,10,Broadland,1,422200.0,False
BD5 7LD,415934,431819,Unsurveyed/Urban,140,Bradford,1,78500.0,False
NE31 2NA,431200,562700,Unsurveyed/Urban,40,South Tyneside,1,126400.0,False
DN16 3QD,490095,407517,Unsurveyed/Urban,30,North Lincolnshire,1,201300.0,False
WS9 0NT,406406,300514,Arenosols,160,Walsall,1,398800.0,False
WS14 0EE,411420,307761,Arenosols,100,Lichfield,1,467100.0,False
DE6 2XR,419423,345485,Stagnosols,180,Derbyshire Dales,1,389700.0,False
HD4 6WA,414752,414632,Cambisols,180,Kirklees,1,209300.0,False
BD4 8LJ,419187,432516,Unsurveyed/Urban,180,Bradford,1,129600.0,False
HX2 0DQ,406921,425658,Unsurveyed/Urban,260,Calderdale,1,136600.0,False
B26 3XE,415839,284666,Unsurveyed/Urban,90,Birmingham,1,199500.0,False
LE7 8JA,462564,311294,Unsurveyed/Urban,50,Charnwood,1,,False
NG22 0NU,472370,366935,Luvisols,50,Newark and Sherwood,1,343200.0,False
B18 6PT,405650,288062,Unsurveyed/Urban,120,Birmingham,1,257300.0,False
LE8 4GB,457033,298027,Unsurveyed/Urban,70,Blaby,1,472000.0,False
YO11 1HY,504650,489115,Unsurveyed/Urban,50,Scarborough,1,178800.0,False
NR33 9JJ,652774,290921,Unsurveyed/Urban,10,East Suffolk,1,216400.0,False
SK7 6JT,392496,385926,Unsurveyed/Urban,90,Stockport,1,347300.0,False
YO13 0SP,500517,490324,Stagnosols,60,Scarborough,1,281000.0,False
BD18 4YU,413500,437500,Unsurveyed/Urban,110,Bradford,1,330700.0,False
PE22 7QY,527908,361282,Gleysols,10,East Lindsey,1,246000.0,False
NG31 8DZ,491548,337628,Gleysols,50,South Kesteven,1,262800.0,False
TS2 1RA,448261,520846,Unsurveyed/Urban,10,Middlesbrough,1,18400.0,False
DN36 5XF,536597,401998,Gleysols,0,East Lindsey,9,70400.0,True
SR8 9BE,443004,540537,Unsurveyed/Urban,100,County Durham,1,,False
B6 6AU,407107,289772,Unsurveyed/Urban,110,Birmingham,1,123600.0,False
LS15 8LY,436895,434343,Stagnosols,80,Leeds,1,224000.0,False
LE5 3HA,460277,304765,Unsurveyed/Urban,70,Leicester,1,204400.0,False
OL2 6AL,392175,406728,Unsurveyed/Urban,180,Oldham,1,165800.0,False
DL15 9BD,416300,535700,Unsurveyed/Urban,160,County Durham,1,256000.0,False
NE5 3QG,421462,566812,Unsurveyed/Urban,100,Newcastle upon Tyne,1,143000.0,False
S10 1FX,433700,387200,Unsurveyed/Urban,140,Sheffield,1,216400.0,False
NG17 3DW,449788,360875,Unsurveyed/Urban,150,Ashfield,1,66500.0,False
DN9 3BH,467497,400668,Gleysols,10,Doncaster,1,169600.0,False
WF4 5QR,430267,419003,Unsurveyed/Urban,40,Wakefield,6,225800.0,False
LE9 9NE,444668,304450,Cambisols,130,Hinckley and Bosworth,1,301500.0,False
HD8 0NT,419870,416358,Stagnosols,120,Kirklees,1,1234000.0,False
YO61 1RE,451925,464902,Stagnosols,20,Hambleton,1,425900.0,False
NG16 6FZ,446027,353171,Arenosols,120,Ashfield,1,164100.0,False
BD20 5YG,405731,440995,Unsurveyed/Urban,110,Bradford,1,207500.0,False
YO3 9QX,461804,456623,Unsurveyed/Urban,10,York,1,,False
NG33 5LJ,492714,321654,Leptosols,100,South Kesteven,4,374900.0,False
S26 4UZ,444774,385395,Planosols,90,Rotherham,1,167200.0,False
HU8 9AZ,513030,431459,Unsurveyed/Urban,10,"Kingston upon Hull, City of",6,180300.0,False
B11 9EA,408951,284536,Unsurveyed/Urban,120,Birmingham,1,,False
NG34 4AN,506854,345525,Unsurveyed/Urban,20,North Kesteven,1,,False
BD22 9QJ,402968,434625,Cambisols,260,Bradford,1,445500.0,False
NR20 4PE,601388,317478,Luvisols,50,Breckland,1,338900.0,False
BD20 9LR,403845,446640,Stagnosols,130,Bradford,1,267600.0,False
DN18 5BY,502420,422468,Leptosols,10,North Lincolnshire,7,189600.0,False
HU5 5XE,505139,430144,Unsurveyed/Urban,10,"Kingston upon Hull, City of",6,83300.0,False
PE23 4AE,536811,360536,Stagnosols,0,East Lindsey,6,302600.0,False
DE3 6AX,434199,334546,Unsurveyed/Urban,80,Derby,1,,False
ST14 5JJ,409271,340417,Luvisols,130,East Staffordshire,1,256000.0,False
YO15 1AA,521022,470199,Luvisols,50,East Riding of Yorkshire,1,237100.0,False
NE34 9QL,434542,564035,Unsurveyed/Urban,20,South Tyneside,1,322500.0,False
NR1 2DP,624017,307096,Unsurveyed/Urban,20,Norwich,1,264600.0,False
BD20 8UJ,401925,444282,Podsols,120,Bradford,1,225200.0,False
HU5 5XY,505947,430322,Unsurveyed/Urban,0,"Kingston upon Hull, City of",6,114400.0,False
IP13 9LH,628503,262512,Cambisols,30,East Suffolk,7,187700.0,False
S72 8XQ,438461,408421,Unsurveyed/Urban,60,Barnsley,1,130700.0,False
NN10 0EJ,495992,266795,Unsurveyed/Urban,70,North Northamptonshire,1,225900.0,False
DN1 1ST,457276,403295,Unsurveyed/Urban,10,Doncaster,1,156900.0,False
SR8 5JQ,442600,541300,Unsurveyed/Urban,110,County Durham,1,210000.0,False
SK17 6NF,406056,373193,Unsurveyed/Urban,310,High Peak,1,149200.0,False
DE7 8JH,446531,343146,Unsurveyed/Urban,70,Erewash,1,170000.0,False
HG3 2AA,428462,458087,Stagnosols,90,Harrogate,1,360200.0,False
B18 6HR,406070,288132,Unsurveyed/Urban,130,Birmingham,1,271900.0,False
NN8 5EY,488198,268760,Unsurveyed/Urban,80,North Northamptonshire,1,238700.0,False
WF17 7AG,423481,423142,Unsurveyed/Urban,120,Kirklees,1,554700.0,False
BD7 4JY,413802,430907,Unsurveyed/Urban,240,Bradford,1,106300.0,False
NR35 1HD,633737,289898,Arenosols,10,East Suffolk,1,273500.0,False
PE21 8BG,531994,343497,Unsurveyed/Urban,0,Boston,10,133400.0,False
NR30 2EZ,653055,307243,Unsurveyed/Urban,0,Great Yarmouth,1,165100.0,False
B30 2JL,405389,280851,Unsurveyed/Urban,130,Birmingham,1,304600.0,False
LS25 6HL,455055,435554,Gleysols,10,Selby,1,230800.0,False
OL2 5XW,391239,408452,Unsurveyed/Urban,160,Oldham,1,199700.0,False
DH1 3ES,427442,542187,Unsurveyed/Urban,60,County Durham,1,879500.0,False
B6 7AD,407940,292138,Unsurveyed/Urban,100,Birmingham,1,320100.0,False
DH2 3NW,426200,547500,Arenosols,80,County Durham,1,169000.0,False
LS10 4JR,429860,427055,Unsurveyed/Urban,130,Leeds,1,155300.0,False
PE36 6FG,568078,341765,Luvisols,30,King's Lynn and West Norfolk,1,494700.0,False
S60 5RN,442200,388300,Unsurveyed/Urban,30,Rotherham,1,149500.0,True
B12 8BB,408951,284536,Unsurveyed/Urban,120,Birmingham,1,180500.0,False
TS27 4QF,445510,538124,Stagnosols,90,County Durham,1,125500.0,False
NE1 7QA,425000,564800,Unsurveyed/Urban,50,Newcastle upon Tyne,1,3537800.0,False
NR18 0GG,612776,303332,Stagnosols,40,South Norfolk,1,288500.0,False
TS26 9EY,450387,532421,Unsurveyed/Urban,10,Hartlepool,1,66700.0,False
BD4 9EU,418856,431460,Unsurveyed/Urban,190,Bradford,1,100900.0,False
PE11 2FW,524067,321837,Unsurveyed/Urban,0,South Holland,8,199100.0,False
SK3 9WP,389357,390095,Unsurveyed/Urban,60,Stockport,1,160500.0,False
NG4 1BP,461152,340988,Unsurveyed/Urban,70,Gedling,1,261000.0,False
TS18 5AX,442736,518250,Unsurveyed/Urban,10,Stockton-on-Tees,1,187700.0,False
BD2 2NQ,417571,436140,Unsurveyed/Urban,200,Bradford,1,120600.0,False
HX1 3UB,407582,424603,Unsurveyed/Urban,230,Calderdale,1,97600.0,False
DL7 7AQ,436884,493668,Unsurveyed/Urban,40,Hambleton,1,,False
B32 2JD,402313,284201,Unsurveyed/Urban,160,Birmingham,1,351500.0,False
NN8 4XX,489200,268500,Unsurveyed/Urban,80,North Northamptonshire,1,264400.0,False
WF8 1TL,445541,423780,Unsurveyed/Urban,30,Wakefield,1,184700.0,False
NR32 9GE,653603,293372,Unsurveyed/Urban,10,East Suffolk,1,,False
HD6 1HA,414663,422513,Unsurveyed/Urban,60,Calderdale,1,196700.0,False
LE17 4YQ,453620,284083,Stagnosols,120,Harborough,1,849100.0,False
B21 1BL,405498,289132,Unsurveyed/Urban,140,Birmingham,1,,False
YO16 7NL,517558,467556,Unsurveyed/Urban,20,East Riding of Yorkshire,1,118800.0,False
PE2 6NA,515850,303480,Stagnosols,10,Peterborough,1,273900.0,False
NG1 9GG,457803,340082,Unsurveyed/Urban,30,Nottingham,1,,False
DE13 0FY,425409,325187,Unsurveyed/Urban,50,East Staffordshire,1,222000.0,False
LS29 8UT,413035,448035,Unsurveyed/Urban,80,Bradford,1,366100.0,False
B45 5AS,399899,276434,Unsurveyed/Urban,210,Birmingham,1,,False
