postcode,easting,northing,soilType,elevation
TS20 1EU,443923,521697,Unsurveyed/Urban,20
LE9 8ZS,444517,297181,Stagnosols,120
NE43 7BP,407748,562216,Stagnosols,100
S35 4HF,433838,397114,Unsurveyed/Urban,140
SR8 1AT,443046,540697,Unsurveyed/Urban,100
LS21 3AN,420280,445605,Unsurveyed/Urban,60
S17 3PJ,431327,381128,Unsurveyed/Urban,170
LS29 9BT,410464,447926,Unsurveyed/Urban,100
DN15 7BA,488979,410921,Unsurveyed/Urban,40
LS29 8QU,413119,447411,Unsurveyed/Urban,120
WF17 6YZ,425177,423692,Unsurveyed/Urban,60
NE38 0JR,429763,555791,Unsurveyed/Urban,60
SK6 7JL,395927,387488,Unsurveyed/Urban,170
LN10 5EX,519297,368669,Stagnosols,10
WS11 1NR,397081,309795,Unsurveyed/Urban,130
HU4 7AF,505291,427064,Unsurveyed/Urban,10
NG5 1EQ,455996,342965,Unsurveyed/Urban,50
S13 8TB,440788,386133,Unsurveyed/Urban,110
NG6 8AE,454585,346741,Unsurveyed/Urban,50
B23 5JG,409241,292971,Unsurveyed/Urban,120
DH8 8PT,409800,551300,Unsurveyed/Urban,210
TS6 6HG,453151,520596,Unsurveyed/Urban,10
NG7 7EA,455610,342354,Unsurveyed/Urban,40
YO11 3RX,505466,483256,Luvisols,40
PE15 9AL,542012,296718,Unsurveyed/Urban,0
OL14 7QG,393121,422168,Cambisols,160
NG8 2DS,451049,340037,Unsurveyed/Urban,70
DE7 7HZ,444200,345100,Arenosols,120
DN9 1PG,477410,407085,Arenosols,10
BD17 6EL,416332,439156,Unsurveyed/Urban,80
DH8 9AD,408579,548287,Stagnosols,270
LE3 1GE,456606,302347,Unsurveyed/Urban,70
DH8 9BF,406649,551118,Cambisols,210
LE67 3DX,442178,314496,Unsurveyed/Urban,150
PE30 3BH,564016,321787,Gleysols,10
IP4 5SU,620657,244479,Unsurveyed/Urban,30
LE15 7QL,485055,310250,Stagnosols,120
NR29 3FB,645018,314179,Cambisols,0
DE5 3HQ,439865,350249,Unsurveyed/Urban,160
BD3 9NL,418170,433440,Unsurveyed/Urban,180
B34 7HN,416094,288885,Unsurveyed/Urban,90
DH4 6HN,432089,550058,Unsurveyed/Urban,50
S66 0ZD,448284,393083,Planosols,130
IP18 6XB,650429,277746,Arenosols,10
DE72 3AJ,446640,333436,Luvisols,40
NE31 2AA,432160,563113,Unsurveyed/Urban,30
SR8 3DU,442133,543766,Luvisols,100
B35 7JQ,414460,290784,Unsurveyed/Urban,80
NR19 9TD,600186,312347,Luvisols,50
YO8 7ST,468036,433287,Gleysols,0
YO32 3JP,460634,458311,Gleysols,10
HU3 4NR,507600,427500,Unsurveyed/Urban,10
SK15 3HN,397768,399354,Unsurveyed/Urban,160
TS24 4GU,451009,532121,Unsurveyed/Urban,10
S62 6JA,443635,395451,Unsurveyed/Urban,40
NE46 4WA,394412,564793,Cambisols,30
TS15 9WN,444053,519811,Unsurveyed/Urban,10
LE18 2JT,460054,298266,Unsurveyed/Urban,80
CW12 3QG,390753,363375,Podsols,290
LN5 5NY,497221,370656,Unsurveyed/Urban,10
SR8 3DG,441750,543352,Luvisols,120
YO8 3WZ,459421,435197,Stagnosols,0
DE56 2YZ,435047,349742,Cambisols,110
NG12 3DX,468385,335785,Luvisols,40
NE3 5WB,423613,568198,Unsurveyed/Urban,70
DN15 9NY,492570,422511,Cambisols,10
S70 2FA,434503,406476,Unsurveyed/Urban,100
B13 8WY,406771,283465,Unsurveyed/Urban,130
S65 2PY,443964,392605,Unsurveyed/Urban,60
S30 4DD,433583,397164,Unsurveyed/Urban,150
NR20 5RS,604369,325739,Stagnosols,50
TS23 2FR,445672,523821,Unsurveyed/Urban,20
NR12 9SF,638176,324538,Cambisols,10
LE11 3RF,451986,318282,Unsurveyed/Urban,60
DH4 4DE,433337,551102,Unsurveyed/Urban,60
LE5 3GT,459264,304673,Unsurveyed/Urban,60
IP11 9HR,630511,235344,Unsurveyed/Urban,20
HG2 7DJ,433464,455318,Unsurveyed/Urban,70
B77 9LU,421405,303425,Unsurveyed/Urban,70
DE73 8ZF,435996,335424,Unsurveyed/Urban,50
B42 2HU,405902,293529,Unsurveyed/Urban,120
NG21 0WD,453957,361021,Unsurveyed/Urban,100
WF11 8AP,450127,423624,Unsurveyed/Urban,20
NR33 9SS,652740,292148,Unsurveyed/Urban,10
IP17 2DR,633500,264400,Stagnosols,40
S18 2LY,435528,378679,Unsurveyed/Urban,150
S6 2JS,433504,389244,Unsurveyed/Urban,80
DN31 9FS,527411,410115,Unsurveyed/Urban,10
NE61 5HF,428333,592017,Stagnosols,20
DN11 9BH,456690,397192,Cambisols,60
HU12 8GS,519890,428088,Gleysols,0
DE11 9QG,429720,318754,Unsurveyed/Urban,120
WV6 7HA,382952,295989,Luvisols,100
DE22 3XA,432897,335341,Unsurveyed/Urban,80
LS16 6SY,425642,439247,Unsurveyed/Urban,180
LS1 2DZ,429560,433482,Unsurveyed/Urban,30
NG5 7BG,458361,345826,Unsurveyed/Urban,80
PE9 3JP,503468,305085,Leptosols,80
LS28 8RD,420487,433745,Unsurveyed/Urban,160
CW2 5ST,370724,353336,Stagnosols,50
SK6 5BP,396737,389569,Unsurveyed/Urban,110
CV13 6AB,437631,294751,Luvisols,100
NR13 6EN,638919,312742,Cambisols,10
OL3 6WU,399672,405631,Unsurveyed/Urban,160
LE4 5DY,459514,306463,Unsurveyed/Urban,50
DL11 7SA,417587,512781,Cambisols,110
IP25 7EJ,588993,307706,Luvisols,50
PE2 8QR,520421,296659,Unsurveyed/Urban,10
HD5 9JX,415855,416835,Unsurveyed/Urban,100
LN5 7EG,497400,370900,Unsurveyed/Urban,10
NN16 0ED,486935,278710,Unsurveyed/Urban,90
DE72 3LR,441763,334516,Unsurveyed/Urban,50
S2 3GF,435600,385500,Unsurveyed/Urban,80
LS1 9GJ,428811,433420,Unsurveyed/Urban,30
SK11 7JB,392169,372793,Unsurveyed/Urban,150
HU1 2TD,509635,428582,Unsurveyed/Urban,0
TS12 3JA,468846,514251,Stagnosols,180
DE11 0XE,429681,321191,Cambisols,140
DE73 5UA,437932,330241,Unsurveyed/Urban,50
LS15 9LB,436701,432966,Stagnosols,80
OL2 8NA,394998,409940,Unsurveyed/Urban,210
S7 2ES,433317,384262,Unsurveyed/Urban,130
IP5 7DF,620340,246398,Arenosols,40
NE28 6QL,431112,566192,Unsurveyed/Urban,20
YO19 5WT,459652,451975,Unsurveyed/Urban,10
NE40 3HP,415972,564103,Unsurveyed/Urban,80
IP12 4DW,626136,247939,Arenosols,20
DL14 9SS,420115,527373,Unsurveyed/Urban,100
SK10 2NQ,392300,374500,Unsurveyed/Urban,140
SK9 1PH,384485,380929,Unsurveyed/Urban,70
LS7 3RA,429934,436845,Unsurveyed/Urban,120
BD1 1PE,416400,433100,Unsurveyed/Urban,100
LE15 7DT,490768,313844,Stagnosols,130
WF1 5ND,433867,419245,Unsurveyed/Urban,30
S81 8JE,459476,388389,Planosols,20
OL9 7PH,390676,403068,Unsurveyed/Urban,120
BD6 3TD,413459,429907,Unsurveyed/Urban,270
LS17 8HA,433949,440067,Stagnosols,140
LE5 0FP,460377,305363,Unsurveyed/Urban,60
NE23 3XS,427387,578533,Unsurveyed/Urban,40
S63 0DW,446276,405652,Unsurveyed/Urban,60
YO42 2DW,479670,449043,Cambisols,30
M34 7EE,393480,394218,Unsurveyed/Urban,110
NE28 0JR,433307,566627,Unsurveyed/Urban,20
HU1 2BT,509800,428800,Unsurveyed/Urban,0
NE9 5WU,425054,559901,Unsurveyed/Urban,20
DH4 7QS,432647,553431,Unsurveyed/Urban,70
YO17 7DH,479102,472506,Leptosols,30
DN5 8AZ,456151,403801,Unsurveyed/Urban,10
PE1 9TQ,519263,298477,Unsurveyed/Urban,10
LE6 3AF,442944,314402,Unsurveyed/Urban,160
SR5 3YS,437900,558700,Unsurveyed/Urban,40
DE21 7GW,440797,334887,Unsurveyed/Urban,50
DE14 2UA,423470,323408,Unsurveyed/Urban,50
S75 6BD,433169,410170,Unsurveyed/Urban,110
OL8 3SB,391613,402351,Unsurveyed/Urban,130
PE6 7GR,522946,303705,Gleysols,10
WF11 9DL,448723,425530,Unsurveyed/Urban,20
DN31 2LF,526246,409264,Unsurveyed/Urban,10
NR26 8RG,615800,343086,Arenosols,20
HX7 6HW,399229,426836,Cambisols,130
S72 8DH,438462,408779,Unsurveyed/Urban,60
NN10 8ZY,495661,266785,Unsurveyed/Urban,60
DE3 0UR,429554,333062,Cambisols,90
HU11 4NW,522814,434309,Luvisols,10
DH7 7NA,423628,542512,Stagnosols,130
S80 1ET,458289,378933,Unsurveyed/Urban,40
PE12 6SR,534125,320767,Gleysols,0
HU2 0DH,509442,429935,Unsurveyed/Urban,10
YO23 3ZN,459652,451975,Unsurveyed/Urban,10
DN2 4ND,458074,402160,Unsurveyed/Urban,10
HX6 4AZ,403766,419946,Unsurveyed/Urban,180
LN12 2EY,552052,381944,Gleysols,10
HX1 9NH,409508,425333,Unsurveyed/Urban,130
BD1 3TT,416100,433200,Unsurveyed/Urban,120
LE15 8ZE,491904,305280,Luvisols,100
S60 5PD,441918,390448,Unsurveyed/Urban,50
M35 7TP,391582,399265,Stagnosols,100
LN2 5BA,498000,371200,Unsurveyed/Urban,10
LN1 3QB,497167,373593,Unsurveyed/Urban,60
HU12 9QA,520845,426048,Gleysols,10
NE22 5UF,427600,582400,Unsurveyed/Urban,20
HG1 9FP,431404,456372,Unsurveyed/Urban,100
S9 3HY,437698,388041,Unsurveyed/Urban,60
DN6 8SJ,453079,410783,Planosols,10
BD18 3BN,414439,436240,Arenosols,110
IP19 8TG,638249,277094,Cambisols,20
NN17 1PD,488335,288442,Unsurveyed/Urban,110
PE25 3TD,555216,363054,Gleysols,0
NG17 9GT,449264,354216,Unsurveyed/Urban,160
DL16 7PS,422312,534381,Stagnosols,80
NG13 0DA,480654,339207,Gleysols,30
ST9 0EH,393964,347773,Unsurveyed/Urban,260
HX1 5AR,409071,425067,Unsurveyed/Urban,160
WS14 9SF,412565,309155,Arenosols,90
NR2 2AX,622139,307804,Unsurveyed/Urban,20
DH3 1DL,426907,555749,Unsurveyed/Urban,30
DN18 5QW,503100,422100,Leptosols,10
NN8 7LA,490400,258900,Cambisols,80
S6 3GH,433757,388014,Unsurveyed/Urban,130
YO4 3SQ,491536,437063,Cambisols,50
WS10 8HS,397457,297487,Unsurveyed/Urban,130
DE6 2LR,415405,345495,Cambisols,130
SK5 6LU,389334,394653,Unsurveyed/Urban,70
NG2 3AA,453984,337269,Unsurveyed/Urban,30
DE55 2NB,444700,357000,Unsurveyed/Urban,130
LE9 2WE,451960,304481,Unsurveyed/Urban,90
NG31 7SR,490361,334902,Stagnosols,70
DE5 0QU,435298,344016,Cambisols,100
S30 5GD,426787,398304,Unsurveyed/Urban,200
NE8 4WJ,425687,562696,Unsurveyed/Urban,60
HU15 1AL,494395,427454,Cambisols,20
LS27 8ZF,426528,427543,Unsurveyed/Urban,140
B23 7AY,409477,290812,Unsurveyed/Urban,100
DN14 0NA,456530,424912,Arenosols,10
WS15 9DD,404442,318228,Cambisols,70
LS6 4BX,428017,436874,Unsurveyed/Urban,80
SK12 7EF,400570,380745,Cambisols,200
TD15 1ZA,400019,652871,Unsurveyed/Urban,20
HD3 4YY,411538,417102,Unsurveyed/Urban,190
S81 7HJ,458026,380707,Unsurveyed/Urban,50
NN8 4PQ,489200,268100,Unsurveyed/Urban,70
BD4 7AA,416800,432500,Unsurveyed/Urban,130
NR8 6AJ,618623,313328,Unsurveyed/Urban,30
WS1 1PJ,401181,298422,Unsurveyed/Urban,120
YO61 2PA,443794,470232,Cambisols,20
TS21 3FH,435412,530833,Cambisols,110
HU1 3QS,509500,428800,Unsurveyed/Urban,0
HD3 3SN,410747,418079,Unsurveyed/Urban,260
DE6 1TD,418470,345332,Cambisols,170
SK11 7BS,391805,373928,Unsurveyed/Urban,150
LE16 9ZT,474422,287870,Gleysols,80
PE14 0AF,546961,306962,Gleysols,0
WF10 3JF,444932,424998,Unsurveyed/Urban,60
NG14 5GB,464954,343934,Cambisols,20
B31 5WA,400925,280619,Unsurveyed/Urban,190
NG8 6FL,452893,342383,Unsurveyed/Urban,80
BD7 4AU,413442,431758,Unsurveyed/Urban,190
HG1 1DN,430254,455637,Unsurveyed/Urban,110
SK8 5ZT,387579,387616,Unsurveyed/Urban,50
PE1 1RR,518940,298985,Unsurveyed/Urban,10
S75 1FP,434255,407478,Unsurveyed/Urban,90
YO5 8NP,447280,450116,Cambisols,40
NN9 5WZ,490345,267897,Unsurveyed/Urban,50
LN4 2TB,498506,367792,Leptosols,70
PE8 5RL,506800,282666,Cambisols,70
DH4 5YR,434050,549956,Unsurveyed/Urban,60
OL1 1DD,392818,404907,Unsurveyed/Urban,200
S7 2XL,434426,383894,Unsurveyed/Urban,90
CW4 8FA,375264,368219,Gleysols,50
BD16 9BH,410665,439240,Unsurveyed/Urban,80
DH6 4SE,432056,535298,Stagnosols,100
WS3 2XG,400864,300634,Unsurveyed/Urban,140
ST20 0BN,382185,320398,Stagnosols,100
DN33 3LR,525611,405675,Unsurveyed/Urban,20
B15 2GD,406614,285597,Unsurveyed/Urban,120
NE15 9JX,415142,566688,Unsurveyed/Urban,80
HD2 2RJ,414300,418600,Unsurveyed/Urban,110
NE37 3EW,431500,557800,Unsurveyed/Urban,50
NR29 5PY,638743,320052,Cambisols,10
LE1 3ZS,459294,304253,Unsurveyed/Urban,70
NG12 3HR,464350,335345,Unsurveyed/Urban,40
DH5 0NR,436789,545657,Stagnosols,130
HG4 2RQ,428622,472197,Cambisols,50
B33 9QF,414570,287556,Unsurveyed/Urban,100
DE22 3HR,433887,334898,Unsurveyed/Urban,90
B11 3FJ,410549,283325,Unsurveyed/Urban,120
HU17 9JD,503693,440187,Unsurveyed/Urban,10
LS12 2RT,425748,434488,Unsurveyed/Urban,100
LE18 3YL,460969,298966,Unsurveyed/Urban,90
BD13 4DR,406606,433665,Cambisols,280
DN7 5SP,461650,411533,Gleysols,10
NN9 7RN,490800,262900,Cambisols,80
WA16 6WD,376149,379566,Gleysols,60
PE14 8TP,550288,303979,Gleysols,0
LS17 7DY,431169,440812,Unsurveyed/Urban,140
HU5 3JZ,507523,430206,Unsurveyed/Urban,0
BD22 0PG,403174,441019,Stagnosols,240
BD7 2DZ,414812,432637,Unsurveyed/Urban,140
B77 1JZ,421440,301740,Unsurveyed/Urban,70
NG10 5QG,447047,335783,Unsurveyed/Urban,60
NN16 8UY,485891,279133,Cambisols,80
YO25 0LA,505834,459357,Luvisols,20
NR18 9EP,608901,303496,Luvisols,30
B26 3SU,415810,284443,Unsurveyed/Urban,100
B14 7EN,407528,281512,Unsurveyed/Urban,150
NE4 5QP,423900,564300,Unsurveyed/Urban,80
NE21 6PQ,417433,561963,Unsurveyed/Urban,130
DE24 8TP,437542,333922,Unsurveyed/Urban,50
HU7 9BJ,509273,432477,Unsurveyed/Urban,0
LE17 5JD,452691,287977,Stagnosols,140
LE4 8JJ,461437,308898,Unsurveyed/Urban,60
NE12 2EQ,427719,569388,Unsurveyed/Urban,60
DH8 8AB,409469,550286,Unsurveyed/Urban,210
IP13 0LS,625339,255200,Stagnosols,50
DL13 4LN,413952,538508,Arenosols,300
S61 2HG,439207,392538,Unsurveyed/Urban,100
DN5 8TU,454673,404565,Unsurveyed/Urban,30
CW12 4GY,384555,362256,Arenosols,100
NR3 1XN,624885,310737,Unsurveyed/Urban,40
WV4 5NG,388540,294754,Arenosols,130
DH3 3AH,427457,551212,Unsurveyed/Urban,20
LS15 4HR,440079,437476,Cambisols,80
HU4 6AW,506277,428414,Unsurveyed/Urban,10
WF3 3EQ,430849,426841,Arenosols,110
LN2 4YS,498500,373900,Leptosols,50
LS14 6AW,434393,434274,Unsurveyed/Urban,50
S32 2HN,424037,377904,Cambisols,210
NE7 7YW,427049,564883,Unsurveyed/Urban,50
DE21 7BX,438237,334107,Unsurveyed/Urban,40
DE4 3NQ,430713,359656,Planosols,120
YO31 7YB,461424,452557,Unsurveyed/Urban,10
S80 1DS,458479,379043,Unsurveyed/Urban,40
S2 1PX,438476,386340,Unsurveyed/Urban,120
HU3 6UD,506483,428531,Unsurveyed/Urban,10
SK2 5PG,392248,388204,Leptosols,80
NE10 8EH,429303,561684,Unsurveyed/Urban,50
NR24 2GZ,606503,331535,Luvisols,50
LN11 7EF,538214,388746,Stagnosols,10
DE1 3AL,435257,336425,Unsurveyed/Urban,50
SK23 0UA,405433,380102,Stagnosols,240
B75 5TN,411619,296818,Unsurveyed/Urban,130
NR20 4DJ,598329,317582,Luvisols,30
NG25 0PQ,468283,354166,Luvisols,70
S70 3HT,436632,405136,Unsurveyed/Urban,90
LE8 0UN,465113,292842,Luvisols,120
LS28 8HP,421290,432964,Unsurveyed/Urban,180
OL3 7ES,399781,403992,Unsurveyed/Urban,170
YO10 3TT,462229,451742,Unsurveyed/Urban,10
DL9 4LE,419300,496500,Unsurveyed/Urban,150
BD6 3BU,414574,430382,Unsurveyed/Urban,250
S9 4AT,440232,387433,Unsurveyed/Urban,90
YO13 0PX,501353,490660,Unsurveyed/Urban,50
NR24 2AL,609745,334448,Cambisols,80
LE9 4HQ,449000,293200,Stagnosols,90
DN35 0XY,527410,410115,Unsurveyed/Urban,10
LN5 7EE,497500,370700,Unsurveyed/Urban,10
WS3 2NA,398602,302227,Unsurveyed/Urban,150
TS26 0RY,448630,534057,Stagnosols,40
YO2 2YW,457562,449451,Unsurveyed/Urban,20
WS15 1LL,403990,316920,Arenosols,120
NN8 9JP,490344,267897,Unsurveyed/Urban,50
DN21 4AF,489568,397125,Stagnosols,20
OL2 6NE,393581,407898,Stagnosols,190
HX3 6XR,410223,426585,Stagnosols,160
SK13 1DT,402071,396551,Stagnosols,140
WS11 7WE,400130,310814,Stagnosols,160
B30 9FH,404848,279910,Unsurveyed/Urban,150
YO30 5SP,458541,454027,Unsurveyed/Urban,10
NE63 9YS,428612,587246,Stagnosols,30
NE33 4NE,436490,565629,Unsurveyed/Urban,20
ST17 9DP,392248,319962,Unsurveyed/Urban,90
LS28 6HW,422500,434800,Unsurveyed/Urban,110
DE7 0TG,446449,341714,Unsurveyed/Urban,100
NR24 2HT,606417,333046,Cambisols,60
DH4 7JN,432561,553756,Unsurveyed/Urban,60
DN16 3QN,490003,407666,Unsurveyed/Urban,30
PE37 7HX,581937,309448,Arenosols,70
YO3 4BP,461011,455087,Unsurveyed/Urban,10
NE33 9AN,436403,567175,Unsurveyed/Urban,10
DE4 1EP,421910,368258,Planosols,120
HD6 3UR,413687,421983,Unsurveyed/Urban,120
YO3 7EL,460280,452731,Unsurveyed/Urban,20
PE12 6DQ,527552,319295,Gleysols,0
PE30 5FL,562127,319773,Unsurveyed/Urban,0
DN32 9ND,528071,408582,Unsurveyed/Urban,10
NG4 4PT,462996,345326,Luvisols,60
PE14 8EA,550415,308126,Gleysols,0
DN3 3BD,462397,404393,Arenosols,10
PE6 7NN,516711,306032,Cambisols,10
NG4 9AE,461629,342048,Unsurveyed/Urban,40
LS11 1EB,429727,432216,Unsurveyed/Urban,30
B13 3BR,407502,281065,Unsurveyed/Urban,150
WS11 6UW,398504,310371,Unsurveyed/Urban,150
S3 9YE,435679,388796,Unsurveyed/Urban,90
S42 7EF,433832,369308,Planosols,140
SK9 5JB,384081,380426,Unsurveyed/Urban,70
HG1 9TA,429893,455526,Unsurveyed/Urban,100
NE24 5PD,429596,581070,Unsurveyed/Urban,10
LE2 3TL,460215,301994,Unsurveyed/Urban,80
NE5 2EZ,419447,566381,Unsurveyed/Urban,110
NE65 9JG,416283,603347,Stagnosols,150
LE6 2DG,442364,313895,Unsurveyed/Urban,160
LN5 5RE,497221,370656,Unsurveyed/Urban,10
LE2 1ZS,459327,304196,Unsurveyed/Urban,70
WS12 0NZ,402518,312239,Planosols,200
NG1 2AB,457137,340052,Unsurveyed/Urban,50
WA16 1EY,376149,379566,Gleysols,60
NR5 8EN,619796,308983,Unsurveyed/Urban,30
OL8 2DT,394300,403600,Unsurveyed/Urban,170
YO1 4DH,460753,450584,Unsurveyed/Urban,10
PE9 2TA,501511,307369,Unsurveyed/Urban,60
CW11 2XJ,380647,362297,Stagnosols,80
DH8 6JT,412082,552768,Unsurveyed/Urban,240
HD9 4WX,414289,408277,Unsurveyed/Urban,140
DE55 6JR,441988,360213,Stagnosols,110
B73 9WT,411625,296806,Unsurveyed/Urban,130
WF12 7LY,425648,422434,Unsurveyed/Urban,110
TS7 8HJ,451089,515371,Unsurveyed/Urban,50
NG14 5DW,464666,343551,Cambisols,20
CW11 4FW,375903,360805,Unsurveyed/Urban,60
TS23 1HS,446420,522247,Unsurveyed/Urban,20
DN4 0TG,456377,401487,Unsurveyed/Urban,20
S63 7SU,443467,399756,Unsurveyed/Urban,80
SK5 8EN,391228,392136,Unsurveyed/Urban,80
WS11 0AL,397966,309568,Unsurveyed/Urban,130
SK4 3BB,386154,390505,Unsurveyed/Urban,50
NE6 3PL,429777,564250,Unsurveyed/Urban,10
S72 8BE,439025,409914,Unsurveyed/Urban,80
LS17 5JS,429036,439114,Unsurveyed/Urban,110
LS1 9EW,428809,433421,Unsurveyed/Urban,30
PE24 5XJ,554691,375796,Gleysols,10
S60 4LA,445192,391299,Unsurveyed/Urban,90
DH6 4DA,432060,535861,Unsurveyed/Urban,100
NR32 9EB,653603,293372,Unsurveyed/Urban,10
PE36 5EN,567400,340800,Luvisols,20
B31 2UW,400825,278047,Unsurveyed/Urban,190
B73 6AN,411994,296449,Unsurveyed/Urban,130
SK9 6NE,383668,380217,Unsurveyed/Urban,70
DL14 9GE,419027,526648,Unsurveyed/Urban,100
IP25 6QX,590835,298981,Arenosols,50
NR29 4RU,645493,317837,Cambisols,10
HG3 5LZ,416374,465496,Stagnosols,200
S31 7UE,452855,387139,Cambisols,110
BD10 0LL,419208,436015,Unsurveyed/Urban,130
NE68 7XJ,422106,631824,Cambisols,10
B29 6ZU,404461,282257,Unsurveyed/Urban,140
LE6 2FQ,441935,312474,Cambisols,140
PE6 8JB,514329,310484,Cambisols,10
SR2 7YG,437900,558700,Unsurveyed/Urban,40
PE6 9BQ,514976,308470,Gleysols,10
TS25 5RZ,450432,531418,Unsurveyed/Urban,10
HU4 7RR,504718,428711,Unsurveyed/Urban,10
B17 9ZD,400421,284751,Unsurveyed/Urban,190
IP12 4NR,626547,242403,Arenosols,10
LE8 1FD,460058,299777,Unsurveyed/Urban,80
B13 3LQ,407502,281065,Unsurveyed/Urban,150
HU15 2RB,485793,430250,Stagnosols,0
OL7 9BF,393400,399700,Unsurveyed/Urban,120
NR20 5QA,605673,326386,Stagnosols,60
DN9 1AL,480953,400408,Planosols,10
NE1 6NN,425100,564000,Unsurveyed/Urban,20
NR15 2PZ,620200,294000,Stagnosols,40
NE65 0UU,424646,606096,Stagnosols,10
SK6 1AX,393468,391567,Unsurveyed/Urban,110
PE25 1EF,556641,365344,Gleysols,10
B26 3TJ,414936,284337,Unsurveyed/Urban,100
LS7 2XL,429514,436755,Unsurveyed/Urban,110
NN15 6TZ,488930,276559,Cambisols,90
YO26 7PY,446701,452382,Luvisols,20
DH1 5BE,426716,544569,Unsurveyed/Urban,100
LS15 8TG,436300,433900,Unsurveyed/Urban,90
HU15 2DH,492179,429535,Cambisols,10
YO3 0HA,462580,453175,Unsurveyed/Urban,10
PE7 8BD,517847,295063,Unsurveyed/Urban,20
PE12 8DD,536900,327800,Gleysols,0
PE16 6PZ,539281,285940,Unsurveyed/Urban,10
B18 5NG,405318,288993,Unsurveyed/Urban,130
TS1 1HY,449509,520490,Unsurveyed/Urban,10
HX2 9UP,408267,428429,Unsurveyed/Urban,200
NE22 7FA,425751,582364,Unsurveyed/Urban,40
LS16 6DF,425189,439394,Unsurveyed/Urban,170
HX1 3JZ,408359,424606,Unsurveyed/Urban,190
DE21 6LE,438446,337082,Unsurveyed/Urban,60
DL5 5EP,428276,524657,Unsurveyed/Urban,90
NE46 3YR,394412,564793,Cambisols,30
B31 5LZ,400832,279205,Unsurveyed/Urban,190
OL14 5FB,393838,424608,Podsols,130
YO3 3RN,460752,458340,Gleysols,10
B28 0YB,410729,281245,Unsurveyed/Urban,140
ST14 9BD,409121,333395,Unsurveyed/Urban,90
LE16 7BQ,472893,288068,Planosols,100
DN35 0SX,530187,406401,Stagnosols,10
BD7 1AN,416000,432800,Unsurveyed/Urban,110
CW10 9AY,370412,366048,Unsurveyed/Urban,40
DN36 5SL,529472,395191,Stagnosols,50
DH1 2LA,429037,542675,Unsurveyed/Urban,90
PE15 0RW,541355,293431,Stagnosols,0
DN3 3FT,463861,403866,Gleysols,10
BD21 1NS,405914,440876,Unsurveyed/Urban,110
NE71 6DZ,399134,628447,Cambisols,60
DL1 3JE,431000,517500,Stagnosols,60
TS20 1AA,444520,521966,Unsurveyed/Urban,20
WS2 7HX,399404,300132,Unsurveyed/Urban,130
PE8 5QU,510592,283603,Cambisols,50
IP13 7RE,628060,258116,Cambisols,20
LE2 8PA,457552,300824,Unsurveyed/Urban,70
NE33 4HF,436514,566179,Unsurveyed/Urban,20
B73 5GA,410851,293607,Unsurveyed/Urban,130
LS13 3HX,423170,434724,Unsurveyed/Urban,110
NN16 9QY,486686,279999,Unsurveyed/Urban,100
PE31 6BN,572455,326185,Gleysols,20
WF15 7JA,420783,423314,Unsurveyed/Urban,70
DN3 1JQ,461610,407392,Unsurveyed/Urban,10
B23 7EF,409256,291659,Unsurveyed/Urban,120
SK4 3DY,386552,390527,Unsurveyed/Urban,50
BD12 9RA,415539,427380,Unsurveyed/Urban,180
DE14 9UT,423987,323441,Unsurveyed/Urban,50
PE9 1NN,502886,307876,Unsurveyed/Urban,60
NE26 2WT,432685,569414,Unsurveyed/Urban,60
BD8 8LY,414151,434444,Unsurveyed/Urban,180
S71 2AQ,435511,408297,Unsurveyed/Urban,100
HX7 8HG,399397,427693,Cambisols,120
B30 1NU,404421,280527,Unsurveyed/Urban,150
LN5 9AY,496751,366906,Planosols,10
NG3 5JD,458260,342729,Unsurveyed/Urban,120
DE22 4NX,430964,336656,Luvisols,110
S11 9QJ,431557,383090,Unsurveyed/Urban,220
SK8 5FA,385616,388498,Unsurveyed/Urban,40
PE11 3LJ,522535,321954,Gleysols,0
B79 0HR,428585,303446,Luvisols,80
NE48 2HP,383615,582427,Gleysols,120
TS25 5RL,450250,531363,Unsurveyed/Urban,10
S60 4JT,444658,389998,Unsurveyed/Urban,40
LS26 0BE,434641,427970,Unsurveyed/Urban,40
S8 2HD,434426,383894,Unsurveyed/Urban,90
B21 1DU,405498,289132,Unsurveyed/Urban,140
S5 8GA,434062,392175,Unsurveyed/Urban,130
PE6 0QX,527929,304375,Gleysols,0
YO6 1RP,464780,465060,Planosols,40
HD2 1HG,415565,419275,Unsurveyed/Urban,140
PE22 0JE,538531,345162,Gleysols,0
YO30 1XN,459652,451975,Unsurveyed/Urban,10
LE10 9ST,442850,293799,Luvisols,120
TS26 0ET,448899,533062,Stagnosols,40
S2 4HS,435164,384977,Unsurveyed/Urban,70
DN5 7HT,447970,402554,Unsurveyed/Urban,20
SK15 3AH,396691,398586,Unsurveyed/Urban,120
HG3 2HL,426472,458108,Stagnosols,90
B8 1PG,410043,288363,Unsurveyed/Urban,110
ST8 6EQ,388730,357845,Unsurveyed/Urban,170
PE34 4EJ,559119,320082,Gleysols,0
LE17 4WS,454591,285947,Stagnosols,130
SK16 4TW,394122,397465,Unsurveyed/Urban,120
NE32 5LH,432498,564045,Unsurveyed/Urban,20
DE5 3HP,439192,350365,Unsurveyed/Urban,150
B32 1DP,399834,284847,Unsurveyed/Urban,210
BD16 3AA,411168,441119,Cambisols,220
B27 6DP,412200,283300,Unsurveyed/Urban,130
